Genome,preVC,VC Status,VC,VC Size,Quality,Adjusted P-value,VC Avg Distance,Topology Confidence Score,Genus Confidence Score
annotate_rosso_phage_116,preVC_246,Clustered,VC_246_0,4,0.939,0.9859071,1.9545677683854246,0.9258,1.0
annotate_rosso_phage_117,preVC_246,Clustered,VC_246_0,4,0.939,0.9859071,1.9545677683854246,0.9258,1.0
annotate_rosso_phage_118,preVC_246,Clustered,VC_246_0,4,0.939,0.9859071,1.9545677683854246,0.9258,1.0
annotate_rosso_phage_119,,Singleton,,,,,,,
annotate_rosso_phage_12,preVC_172,Clustered,VC_172_0,3,0.6241,0.9954779,4.767201375434678,0.6213,1.0
annotate_rosso_phage_120,preVC_187,Clustered,VC_187_0,5,0.6294,0.99999259,6.438131257049117,0.6294,1.0
annotate_rosso_phage_121,preVC_95,Clustered,VC_95_0,19,0.8562,1.0,2.4501351360911467,0.8562,1.0
annotate_rosso_phage_122,preVC_95,Clustered,VC_95_0,19,0.8562,1.0,2.4501351360911467,0.8562,1.0
annotate_rosso_phage_123,preVC_178,Clustered,VC_178_0,22,0.6729,1.0,3.0289611808891412,0.6729,1.0
annotate_rosso_phage_124,preVC_95,Clustered,VC_95_0,19,0.8562,1.0,2.4501351360911467,0.8562,1.0
annotate_rosso_phage_125,preVC_178,Clustered,VC_178_0,22,0.6729,1.0,3.0289611808891412,0.6729,1.0
annotate_rosso_phage_126,preVC_95,Clustered,VC_95_0,19,0.8562,1.0,2.4501351360911467,0.8562,1.0
annotate_rosso_phage_127,preVC_178,Clustered,VC_178_0,22,0.6729,1.0,3.0289611808891412,0.6729,1.0
annotate_rosso_phage_128,preVC_178,Clustered,VC_178_0,22,0.6729,1.0,3.0289611808891412,0.6729,1.0
annotate_rosso_phage_129,preVC_178,Clustered,VC_178_0,22,0.6729,1.0,3.0289611808891412,0.6729,1.0
annotate_rosso_phage_13,,Outlier,,,,,,,
annotate_rosso_phage_130,preVC_95,Clustered,VC_95_0,19,0.8562,1.0,2.4501351360911467,0.8562,1.0
annotate_rosso_phage_131,preVC_178,Clustered,VC_178_0,22,0.6729,1.0,3.0289611808891412,0.6729,1.0
annotate_rosso_phage_132,preVC_95,Clustered,VC_95_0,19,0.8562,1.0,2.4501351360911467,0.8562,1.0
annotate_rosso_phage_133,preVC_95,Clustered,VC_95_0,19,0.8562,1.0,2.4501351360911467,0.8562,1.0
annotate_rosso_phage_134,,Outlier,,,,,,,
annotate_rosso_phage_135,preVC_95,Clustered,VC_95_0,19,0.8562,1.0,2.4501351360911467,0.8562,1.0
annotate_rosso_phage_136,preVC_178,Clustered,VC_178_0,22,0.6729,1.0,3.0289611808891412,0.6729,1.0
annotate_rosso_phage_137,preVC_178,Clustered,VC_178_0,22,0.6729,1.0,3.0289611808891412,0.6729,1.0
annotate_rosso_phage_138,preVC_95,Clustered,VC_95_0,19,0.8562,1.0,2.4501351360911467,0.8562,1.0
annotate_rosso_phage_139,preVC_180,Clustered,VC_180_0,3,0.0341,0.82005233,3.587125114797098,0.028,1.0
annotate_rosso_phage_14,,Outlier,,,,,,,
annotate_rosso_phage_140,preVC_178,Clustered,VC_178_0,22,0.6729,1.0,3.0289611808891412,0.6729,1.0
annotate_rosso_phage_141,preVC_95,Clustered,VC_95_0,19,0.8562,1.0,2.4501351360911467,0.8562,1.0
annotate_rosso_phage_142,preVC_180,Clustered,VC_180_0,3,0.0341,0.82005233,3.587125114797098,0.028,1.0
annotate_rosso_phage_143,,Overlap (VC_180/VC_181),,,,,,,
annotate_rosso_phage_144,preVC_178,Clustered,VC_178_0,22,0.6729,1.0,3.0289611808891412,0.6729,1.0
annotate_rosso_phage_145,,Outlier,,,,,,,
annotate_rosso_phage_146,,Outlier,,,,,,,
annotate_rosso_phage_147,preVC_35,Clustered,VC_35_0,14,0.5987,1.0,6.535708325596691,0.5987,0.956
annotate_rosso_phage_148,preVC_142,Clustered,VC_142_0,7,0.5102,0.51003748,3.921876340103305,0.2602,1.0
annotate_rosso_phage_149,preVC_142,Clustered,VC_142_0,7,0.5102,0.51003748,3.921876340103305,0.2602,1.0
annotate_rosso_phage_15,,Outlier,,,,,,,
annotate_rosso_phage_150,,Outlier,,,,,,,
annotate_rosso_phage_151,preVC_123,Clustered,VC_123_0,2,0.0192,0.75985993,2.0,0.0146,1.0
annotate_rosso_phage_152,,Outlier,,,,,,,
annotate_rosso_phage_153,preVC_122,Clustered,VC_122_0,4,0.2462,0.99952348,7.511894124052888,0.2461,1.0
annotate_rosso_phage_154,preVC_65,Clustered,VC_65_0,4,0.612,0.99943881,7.668133350247225,0.6117,0.6667
annotate_rosso_phage_155,preVC_69,Clustered,VC_69_0,2,0.24,0.72090768,7.483314773547883,0.173,1.0
annotate_rosso_phage_156,preVC_85,Clustered,VC_85_0,8,0.7765,0.99998805,4.607981929641346,0.7765,1.0
annotate_rosso_phage_157,,Outlier,,,,,,,
annotate_rosso_phage_158,,Singleton,,,,,,,
annotate_rosso_phage_159,,Outlier,,,,,,,
annotate_rosso_phage_16,preVC_18,Clustered,VC_18_0,34,0.5988,1.0,6.1309941835980615,0.5988,0.9982
annotate_rosso_phage_160,,Outlier,,,,,,,
annotate_rosso_phage_161,preVC_51,Clustered,VC_51_0,3,0.1538,0.98306494,6.965646395167841,0.1512,1.0
annotate_rosso_phage_162,preVC_55,Clustered,VC_55_0,4,0.5497,0.99941935,6.485519820972523,0.5493,1.0
annotate_rosso_phage_163,preVC_126,Clustered,VC_126_0,4,0.1739,0.9703306,4.385851352394948,0.1687,1.0
annotate_rosso_phage_164,preVC_226,Clustered,VC_226_0,6,0.2936,0.99999992,3.130176388107499,0.2936,1.0
annotate_rosso_phage_165,preVC_42,Clustered,VC_42_0,3,0.091,0.89868354,3.9911798921740114,0.0818,1.0
annotate_rosso_phage_166,,Outlier,,,,,,,
annotate_rosso_phage_167,preVC_79,Clustered,VC_79_0,4,0.6875,0.99985365,3.8186609760359804,0.6874,1.0
annotate_rosso_phage_168,,Overlap (VC_88/VC_91/VC_166),,,,,,,
annotate_rosso_phage_169,preVC_234,Clustered,VC_234_0,6,0.525,1.0,1.2688409258209765,0.525,1.0
annotate_rosso_phage_17,,Outlier,,,,,,,
annotate_rosso_phage_170,,Outlier,,,,,,,
annotate_rosso_phage_171,preVC_88,Clustered,VC_88_0,2,0.0233,0.83920341,2.8284271247461903,0.0196,1.0
annotate_rosso_phage_172,,Outlier,,,,,,,
annotate_rosso_phage_173,,Outlier,,,,,,,
annotate_rosso_phage_174,,Outlier,,,,,,,
annotate_rosso_phage_175,,Overlap (VC_177/VC_241),,,,,,,
annotate_rosso_phage_176,preVC_226,Clustered,VC_226_0,6,0.2936,0.99999992,3.130176388107499,0.2936,1.0
annotate_rosso_phage_177,,Outlier,,,,,,,
annotate_rosso_phage_178,preVC_10,Clustered,VC_10_0,6,0.104,0.99726408,4.903678736670721,0.1037,1.0
annotate_rosso_phage_179,,Overlap (VC_88/VC_90),,,,,,,
annotate_rosso_phage_18,,Outlier,,,,,,,
annotate_rosso_phage_180,,Outlier,,,,,,,
annotate_rosso_phage_181,,Outlier,,,,,,,
annotate_rosso_phage_182,,Outlier,,,,,,,
annotate_rosso_phage_183,,Outlier,,,,,,,
annotate_rosso_phage_184,preVC_31,Clustered,VC_31_0,2,0.0745,0.89225025,6.0,0.0665,1.0
annotate_rosso_phage_185,,Outlier,,,,,,,
annotate_rosso_phage_186,,Overlap (VC_114/VC_115),,,,,,,
annotate_rosso_phage_187,,Overlap (VC_24/VC_31/VC_220),,,,,,,
annotate_rosso_phage_188,,Overlap (VC_176/VC_177),,,,,,,
annotate_rosso_phage_189,preVC_91,Clustered,VC_91_0,3,0.0949,0.83541326,1.7941107824805875,0.0793,1.0
annotate_rosso_phage_19,,Outlier,,,,,,,
annotate_rosso_phage_190,preVC_152,Clustered,VC_152_0,2,0.1827,0.93846104,1.7320508075688772,0.1715,1.0
annotate_rosso_phage_191,,Outlier,,,,,,,
annotate_rosso_phage_192,,Outlier,,,,,,,
annotate_rosso_phage_193,,Outlier,,,,,,,
annotate_rosso_phage_194,,Outlier,,,,,,,
annotate_rosso_phage_195,,Singleton,,,,,,,
annotate_rosso_phage_196,,Outlier,,,,,,,
annotate_rosso_phage_197,,Outlier,,,,,,,
annotate_rosso_phage_2,preVC_95,Clustered,VC_95_0,19,0.8562,1.0,2.4501351360911467,0.8562,1.0
annotate_rosso_phage_20,,Outlier,,,,,,,
annotate_rosso_phage_21,preVC_39,Clustered,VC_39_0,2,0.0651,0.59795967,3.1622776601683795,0.0389,1.0
annotate_rosso_phage_22,,Outlier,,,,,,,
annotate_rosso_phage_23,,Outlier,,,,,,,
annotate_rosso_phage_24,preVC_22,Clustered,VC_22_0,6,0.3762,1.0,6.768330055411917,0.3762,1.0
annotate_rosso_phage_25,,Outlier,,,,,,,
annotate_rosso_phage_26,preVC_248,Clustered,VC_248_0,2,0.2437,0.5,2.23606797749979,0.1218,1.0
annotate_rosso_phage_27,preVC_248,Clustered,VC_248_0,2,0.2437,0.5,2.23606797749979,0.1218,1.0
annotate_rosso_phage_28,preVC_40,Clustered,VC_40_0,6,0.2412,0.99999999,6.492421842648904,0.2412,1.0
annotate_rosso_phage_29,preVC_1,Clustered,VC_1_0,7,0.4085,1.0,6.527506105347375,0.4085,1.0
annotate_rosso_phage_3,,Overlap (VC_174/VC_198),,,,,,,
annotate_rosso_phage_30,,Outlier,,,,,,,
annotate_rosso_phage_31,preVC_109,Clustered,VC_109_0,4,0.3391,0.9999661,4.4121121341415614,0.339,1.0
annotate_rosso_phage_32,preVC_153,Clustered,VC_153_0,9,0.6828,1.0,6.439889890781747,0.6828,1.0
annotate_rosso_phage_33,preVC_108,Clustered,VC_108_0,4,0.7323,0.99986692,3.9607098315658456,0.7322,1.0
annotate_rosso_phage_34,preVC_108,Clustered,VC_108_0,4,0.7323,0.99986692,3.9607098315658456,0.7322,1.0
annotate_rosso_phage_35,preVC_138,Clustered,VC_138_0,11,0.7012,1.0,4.828349979993908,0.7012,1.0
annotate_rosso_phage_36,preVC_13,Clustered,VC_13_0,32,0.7229,1.0,7.066655678565837,0.7229,0.8972
annotate_rosso_phage_37,preVC_13,Clustered,VC_13_0,32,0.7229,1.0,7.066655678565837,0.7229,0.8972
annotate_rosso_phage_38,,Overlap (VC_38/VC_46/VC_47),,,,,,,
annotate_rosso_phage_39,,Overlap (VC_38/VC_46/VC_47/VC_50),,,,,,,
annotate_rosso_phage_4,preVC_134,Clustered,VC_134_0,4,0.4671,0.99995296,4.354347832071694,0.4671,1.0
annotate_rosso_phage_40,preVC_73,Clustered,VC_73_0,27,0.7278,1.0,7.435828123197962,0.7278,0.9316
annotate_rosso_phage_41,preVC_27,Clustered,VC_27_0,21,0.7765,1.0,2.8798174821660494,0.7765,1.0
annotate_rosso_phage_42,preVC_27,Clustered,VC_27_0,21,0.7765,1.0,2.8798174821660494,0.7765,1.0
annotate_rosso_phage_43,preVC_27,Clustered,VC_27_0,21,0.7765,1.0,2.8798174821660494,0.7765,1.0
annotate_rosso_phage_44,preVC_27,Clustered,VC_27_0,21,0.7765,1.0,2.8798174821660494,0.7765,1.0
annotate_rosso_phage_45,preVC_27,Clustered,VC_27_0,21,0.7765,1.0,2.8798174821660494,0.7765,1.0
annotate_rosso_phage_46,preVC_106,Clustered,VC_106_0,10,0.8181,1.0,2.5615760111979777,0.8181,1.0
annotate_rosso_phage_47,preVC_27,Clustered,VC_27_0,21,0.7765,1.0,2.8798174821660494,0.7765,1.0
annotate_rosso_phage_48,preVC_27,Clustered,VC_27_0,21,0.7765,1.0,2.8798174821660494,0.7765,1.0
annotate_rosso_phage_49,preVC_106,Clustered,VC_106_0,10,0.8181,1.0,2.5615760111979777,0.8181,1.0
annotate_rosso_phage_5,preVC_33,Clustered,VC_33_0,14,0.415,1.0,4.0664087203971,0.415,1.0
annotate_rosso_phage_50,preVC_27,Clustered,VC_27_0,21,0.7765,1.0,2.8798174821660494,0.7765,1.0
annotate_rosso_phage_51,,Outlier,,,,,,,
annotate_rosso_phage_52,,Outlier,,,,,,,
annotate_rosso_phage_53,,Outlier,,,,,,,
annotate_rosso_phage_54,,Outlier,,,,,,,
annotate_rosso_phage_55,preVC_194,Clustered,VC_194_0,12,0.7928,1.0,4.635554788263047,0.7928,1.0
annotate_rosso_phage_56,preVC_194,Clustered,VC_194_0,12,0.7928,1.0,4.635554788263047,0.7928,1.0
annotate_rosso_phage_57,preVC_194,Clustered,VC_194_0,12,0.7928,1.0,4.635554788263047,0.7928,1.0
annotate_rosso_phage_58,preVC_26,Clustered,VC_26_0,11,0.4415,1.0,3.864614140598421,0.4415,1.0
annotate_rosso_phage_59,,Outlier,,,,,,,
annotate_rosso_phage_6,preVC_33,Clustered,VC_33_0,14,0.415,1.0,4.0664087203971,0.415,1.0
annotate_rosso_phage_60,preVC_26,Clustered,VC_26_0,11,0.4415,1.0,3.864614140598421,0.4415,1.0
annotate_rosso_phage_61,preVC_33,Clustered,VC_33_0,14,0.415,1.0,4.0664087203971,0.415,1.0
annotate_rosso_phage_62,,Outlier,,,,,,,
annotate_rosso_phage_63,preVC_33,Clustered,VC_33_0,14,0.415,1.0,4.0664087203971,0.415,1.0
annotate_rosso_phage_64,preVC_33,Clustered,VC_33_0,14,0.415,1.0,4.0664087203971,0.415,1.0
annotate_rosso_phage_65,preVC_33,Clustered,VC_33_0,14,0.415,1.0,4.0664087203971,0.415,1.0
annotate_rosso_phage_66,,Outlier,,,,,,,
annotate_rosso_phage_67,,Outlier,,,,,,,
annotate_rosso_phage_68,preVC_33,Clustered,VC_33_0,14,0.415,1.0,4.0664087203971,0.415,1.0
annotate_rosso_phage_69,preVC_26,Clustered,VC_26_0,11,0.4415,1.0,3.864614140598421,0.4415,1.0
annotate_rosso_phage_7,preVC_95,Clustered,VC_95_0,19,0.8562,1.0,2.4501351360911467,0.8562,1.0
annotate_rosso_phage_70,,Outlier,,,,,,,
annotate_rosso_phage_71,preVC_32,Clustered,VC_32_0,4,0.105,0.99554497,2.7220159099680683,0.1046,1.0
annotate_rosso_phage_72,preVC_32,Clustered,VC_32_0,4,0.105,0.99554497,2.7220159099680683,0.1046,1.0
annotate_rosso_phage_73,preVC_32,Clustered,VC_32_0,4,0.105,0.99554497,2.7220159099680683,0.1046,1.0
annotate_rosso_phage_74,preVC_247,Clustered,VC_247_0,2,0.0286,0.61107959,3.3166247903554,0.0175,1.0
annotate_rosso_phage_75,preVC_247,Clustered,VC_247_0,2,0.0286,0.61107959,3.3166247903554,0.0175,1.0
annotate_rosso_phage_76,,Outlier,,,,,,,
annotate_rosso_phage_77,preVC_184,Clustered,VC_184_0,21,0.8179,1.0,2.620611041451156,0.8179,1.0
annotate_rosso_phage_78,preVC_184,Clustered,VC_184_0,21,0.8179,1.0,2.620611041451156,0.8179,1.0
annotate_rosso_phage_79,preVC_184,Clustered,VC_184_0,21,0.8179,1.0,2.620611041451156,0.8179,1.0
annotate_rosso_phage_8,,Outlier,,,,,,,
annotate_rosso_phage_80,preVC_184,Clustered,VC_184_0,21,0.8179,1.0,2.620611041451156,0.8179,1.0
annotate_rosso_phage_81,,Outlier,,,,,,,
annotate_rosso_phage_82,,Outlier,,,,,,,
annotate_rosso_phage_83,preVC_184,Clustered,VC_184_0,21,0.8179,1.0,2.620611041451156,0.8179,1.0
annotate_rosso_phage_84,preVC_184,Clustered,VC_184_0,21,0.8179,1.0,2.620611041451156,0.8179,1.0
annotate_rosso_phage_85,preVC_184,Clustered,VC_184_0,21,0.8179,1.0,2.620611041451156,0.8179,1.0
annotate_rosso_phage_86,preVC_184,Clustered,VC_184_0,21,0.8179,1.0,2.620611041451156,0.8179,1.0
annotate_rosso_phage_87,preVC_184,Clustered,VC_184_0,21,0.8179,1.0,2.620611041451156,0.8179,1.0
annotate_rosso_phage_88,preVC_184,Clustered,VC_184_0,21,0.8179,1.0,2.620611041451156,0.8179,1.0
annotate_rosso_phage_89,preVC_184,Clustered,VC_184_0,21,0.8179,1.0,2.620611041451156,0.8179,1.0
annotate_rosso_phage_9,preVC_6,Clustered,VC_6_0,6,0.1554,0.98932359,3.2755527029401295,0.1538,1.0
annotate_rosso_phage_90,preVC_184,Clustered,VC_184_0,21,0.8179,1.0,2.620611041451156,0.8179,1.0
annotate_rosso_phage_91,preVC_184,Clustered,VC_184_0,21,0.8179,1.0,2.620611041451156,0.8179,1.0
annotate_rosso_phage_92,preVC_184,Clustered,VC_184_0,21,0.8179,1.0,2.620611041451156,0.8179,1.0
annotate_rosso_phage_93,preVC_184,Clustered,VC_184_0,21,0.8179,1.0,2.620611041451156,0.8179,1.0
annotate_rosso_phage_94,preVC_149,Clustered,VC_149_0,9,0.9381,0.99999997,2.974899866179563,0.9381,1.0
annotate_rosso_phage_95,preVC_149,Clustered,VC_149_0,9,0.9381,0.99999997,2.974899866179563,0.9381,1.0
annotate_rosso_phage_96,preVC_149,Clustered,VC_149_0,9,0.9381,0.99999997,2.974899866179563,0.9381,1.0
annotate_rosso_phage_97,,Outlier,,,,,,,
annotate_rosso_phage_98,preVC_173,Clustered,VC_173_0,15,0.4949,1.0,7.124613444964373,0.4949,1.0
annotate_rosso_phage_99,preVC_64,Clustered,VC_64_0,3,0.2424,0.57334629,2.9740586886064633,0.139,1.0
annotate_total_phage_0,preVC_172,Clustered,VC_172_0,3,0.6241,0.9954779,4.767201375434678,0.6213,1.0
annotate_total_phage_1,,Overlap (VC_23/VC_31/VC_32),,,,,,,
annotate_total_phage_100,preVC_173,Clustered,VC_173_0,15,0.4949,1.0,7.124613444964373,0.4949,1.0
annotate_total_phage_102,,Overlap (VC_22/VC_38),,,,,,,
annotate_total_phage_104,preVC_161,Clustered,VC_161_0,2,0.1552,0.5,4.898979485566356,0.0776,1.0
annotate_total_phage_105,preVC_40,Clustered,VC_40_0,6,0.2412,0.99999999,6.492421842648904,0.2412,1.0
annotate_total_phage_106,preVC_9,Clustered,VC_9_0,3,0.3475,0.99006323,5.482827066832734,0.3441,1.0
annotate_total_phage_11,preVC_18,Clustered,VC_18_0,34,0.5988,1.0,6.1309941835980615,0.5988,0.9982
annotate_total_phage_111,preVC_38,Clustered,VC_38_0,15,0.3888,1.0,7.044667670359567,0.3888,0.9714
annotate_total_phage_112,preVC_181,Clustered,VC_181_0,4,0.8215,0.99879268,3.626348773309824,0.8205,1.0
annotate_total_phage_113,preVC_22,Clustered,VC_22_0,6,0.3762,1.0,6.768330055411917,0.3762,1.0
annotate_total_phage_114,preVC_18,Clustered,VC_18_0,34,0.5988,1.0,6.1309941835980615,0.5988,0.9982
annotate_total_phage_115,preVC_173,Clustered,VC_173_0,15,0.4949,1.0,7.124613444964373,0.4949,1.0
annotate_total_phage_116,preVC_173,Clustered,VC_173_0,15,0.4949,1.0,7.124613444964373,0.4949,1.0
annotate_total_phage_117,preVC_18,Clustered,VC_18_0,34,0.5988,1.0,6.1309941835980615,0.5988,0.9982
annotate_total_phage_118,,Overlap (VC_174/VC_198),,,,,,,
annotate_total_phage_12,preVC_18,Clustered,VC_18_0,34,0.5988,1.0,6.1309941835980615,0.5988,0.9982
annotate_total_phage_121,preVC_18,Clustered,VC_18_0,34,0.5988,1.0,6.1309941835980615,0.5988,0.9982
annotate_total_phage_122,preVC_18,Clustered,VC_18_0,34,0.5988,1.0,6.1309941835980615,0.5988,0.9982
annotate_total_phage_123,preVC_18,Clustered,VC_18_0,34,0.5988,1.0,6.1309941835980615,0.5988,0.9982
annotate_total_phage_125,preVC_130,Clustered,VC_130_0,15,0.6538,1.0,4.895101125444098,0.6538,1.0
annotate_total_phage_172,preVC_109,Clustered,VC_109_0,4,0.3391,0.9999661,4.4121121341415614,0.339,1.0
annotate_total_phage_174,preVC_149,Clustered,VC_149_0,9,0.9381,0.99999997,2.974899866179563,0.9381,1.0
annotate_total_phage_175,preVC_35,Clustered,VC_35_0,14,0.5987,1.0,6.535708325596691,0.5987,0.956
annotate_total_phage_176,preVC_110,Clustered,VC_110_0,3,0.7828,0.9595722,2.698413684615923,0.7512,1.0
annotate_total_phage_178,preVC_173,Clustered,VC_173_0,15,0.4949,1.0,7.124613444964373,0.4949,1.0
annotate_total_phage_179,preVC_74,Clustered,VC_74_0,4,0.5061,0.99996549,5.554849589171229,0.5061,1.0
annotate_total_phage_18,preVC_27,Clustered,VC_27_0,21,0.7765,1.0,2.8798174821660494,0.7765,1.0
annotate_total_phage_187,preVC_73,Clustered,VC_73_0,27,0.7278,1.0,7.435828123197962,0.7278,0.9316
annotate_total_phage_188,preVC_18,Clustered,VC_18_0,34,0.5988,1.0,6.1309941835980615,0.5988,0.9982
annotate_total_phage_189,,Overlap (VC_23/VC_25),,,,,,,
annotate_total_phage_2,preVC_1,Clustered,VC_1_0,7,0.4085,1.0,6.527506105347375,0.4085,1.0
annotate_total_phage_231,preVC_249,Clustered,VC_249_0,2,1.0,1.0,3.1622776601683795,1.0,1.0
annotate_total_phage_232,preVC_250,Clustered,VC_250_0,2,1.0,1.0,6.6332495807108,1.0,1.0
annotate_total_phage_233,preVC_37,Clustered/Singleton,VC_37_1,1,0.0,1.0,0,0.0,1.0
annotate_total_phage_237,preVC_130,Clustered,VC_130_0,15,0.6538,1.0,4.895101125444098,0.6538,1.0
annotate_total_phage_239,preVC_34,Clustered,VC_34_0,8,0.3548,1.0,7.319914446858829,0.3548,0.9286
annotate_total_phage_240,,Overlap (VC_174/VC_198),,,,,,,
annotate_total_phage_242,,Overlap (VC_23/VC_24/VC_31),,,,,,,
annotate_total_phage_243,preVC_130,Clustered,VC_130_0,15,0.6538,1.0,4.895101125444098,0.6538,1.0
annotate_total_phage_244,,Overlap (VC_22/VC_38),,,,,,,
annotate_total_phage_245,preVC_17,Clustered,VC_17_0,6,0.2529,1.0,5.2015070273934905,0.2529,1.0
annotate_total_phage_246,preVC_13,Clustered,VC_13_0,32,0.7229,1.0,7.066655678565837,0.7229,0.8972
annotate_total_phage_247,,Overlap (VC_39/VC_99),,,,,,,
annotate_total_phage_248,preVC_18,Clustered,VC_18_0,34,0.5988,1.0,6.1309941835980615,0.5988,0.9982
annotate_total_phage_249,preVC_18,Clustered,VC_18_0,34,0.5988,1.0,6.1309941835980615,0.5988,0.9982
annotate_total_phage_252,preVC_130,Clustered,VC_130_0,15,0.6538,1.0,4.895101125444098,0.6538,1.0
annotate_total_phage_254,preVC_27,Clustered,VC_27_0,21,0.7765,1.0,2.8798174821660494,0.7765,1.0
annotate_total_phage_293,preVC_18,Clustered,VC_18_0,34,0.5988,1.0,6.1309941835980615,0.5988,0.9982
annotate_total_phage_294,,Overlap (VC_22/VC_38),,,,,,,
annotate_total_phage_296,preVC_130,Clustered,VC_130_0,15,0.6538,1.0,4.895101125444098,0.6538,1.0
annotate_total_phage_297,,Outlier,,,,,,,
annotate_total_phage_298,,Overlap (VC_174/VC_198),,,,,,,
annotate_total_phage_299,preVC_73,Clustered,VC_73_0,27,0.7278,1.0,7.435828123197962,0.7278,0.9316
annotate_total_phage_3,preVC_108,Clustered,VC_108_0,4,0.7323,0.99986692,3.9607098315658456,0.7322,1.0
annotate_total_phage_303,,Overlap (VC_174/VC_198),,,,,,,
annotate_total_phage_304,,Overlap (VC_131/VC_132),,,,,,,
annotate_total_phage_305,preVC_18,Clustered,VC_18_0,34,0.5988,1.0,6.1309941835980615,0.5988,0.9982
annotate_total_phage_306,preVC_109,Clustered,VC_109_0,4,0.3391,0.9999661,4.4121121341415614,0.339,1.0
annotate_total_phage_307,,Overlap (VC_38/VC_46/VC_47),,,,,,,
annotate_total_phage_308,preVC_21,Clustered,VC_21_0,5,0.1309,0.89435457,4.185442445238935,0.1171,1.0
annotate_total_phage_357,preVC_92,Clustered,VC_92_0,4,0.643,0.99987744,3.64472831428383,0.6429,1.0
annotate_total_phage_358,,Outlier,,,,,,,
annotate_total_phage_360,preVC_17,Clustered,VC_17_0,6,0.2529,1.0,5.2015070273934905,0.2529,1.0
annotate_total_phage_361,,Overlap (VC_22/VC_38/VC_53),,,,,,,
annotate_total_phage_362,,Overlap (VC_22/VC_38),,,,,,,
annotate_total_phage_363,preVC_35,Clustered,VC_35_0,14,0.5987,1.0,6.535708325596691,0.5987,0.956
annotate_total_phage_364,preVC_130,Clustered,VC_130_0,15,0.6538,1.0,4.895101125444098,0.6538,1.0
annotate_total_phage_366,,Overlap (VC_29/VC_74),,,,,,,
annotate_total_phage_368,preVC_18,Clustered,VC_18_0,34,0.5988,1.0,6.1309941835980615,0.5988,0.9982
annotate_total_phage_369,preVC_173,Clustered,VC_173_0,15,0.4949,1.0,7.124613444964373,0.4949,1.0
annotate_total_phage_370,,Outlier,,,,,,,
annotate_total_phage_371,preVC_17,Clustered,VC_17_0,6,0.2529,1.0,5.2015070273934905,0.2529,1.0
annotate_total_phage_4,preVC_18,Clustered,VC_18_0,34,0.5988,1.0,6.1309941835980615,0.5988,0.9982
annotate_total_phage_413,preVC_7,Clustered,VC_7_0,2,0.0977,0.95541379,4.47213595499958,0.0933,1.0
annotate_total_phage_414,preVC_38,Clustered,VC_38_0,15,0.3888,1.0,7.044667670359567,0.3888,0.9714
annotate_total_phage_415,preVC_18,Clustered,VC_18_0,34,0.5988,1.0,6.1309941835980615,0.5988,0.9982
annotate_total_phage_416,preVC_13,Clustered,VC_13_0,32,0.7229,1.0,7.066655678565837,0.7229,0.8972
annotate_total_phage_417,,Overlap (VC_22/VC_38),,,,,,,
annotate_total_phage_418,preVC_74,Clustered,VC_74_0,4,0.5061,0.99996549,5.554849589171229,0.5061,1.0
annotate_total_phage_437,preVC_55,Clustered,VC_55_0,4,0.5497,0.99941935,6.485519820972523,0.5493,1.0
annotate_total_phage_443,preVC_110,Clustered,VC_110_0,3,0.7828,0.9595722,2.698413684615923,0.7512,1.0
annotate_total_phage_445,preVC_92,Clustered,VC_92_0,4,0.643,0.99987744,3.64472831428383,0.6429,1.0
annotate_total_phage_446,preVC_34,Clustered,VC_34_0,8,0.3548,1.0,7.319914446858829,0.3548,0.9286
annotate_total_phage_449,preVC_130,Clustered,VC_130_0,15,0.6538,1.0,4.895101125444098,0.6538,1.0
annotate_total_phage_451,preVC_130,Clustered,VC_130_0,15,0.6538,1.0,4.895101125444098,0.6538,1.0
annotate_total_phage_453,preVC_13,Clustered,VC_13_0,32,0.7229,1.0,7.066655678565837,0.7229,0.8972
annotate_total_phage_454,preVC_13,Clustered,VC_13_0,32,0.7229,1.0,7.066655678565837,0.7229,0.8972
annotate_total_phage_462,preVC_251,Clustered,VC_251_0,2,0.8477,0.72985431,0.0,0.6187,1.0
annotate_total_phage_471,preVC_253,Clustered,VC_253_0,3,0.7359,0.9639009,1.3333333333333333,0.7094,1.0
annotate_total_phage_478,,Overlap (VC_239/VC_240),,,,,,,
annotate_total_phage_479,preVC_38,Clustered,VC_38_0,15,0.3888,1.0,7.044667670359567,0.3888,0.9714
annotate_total_phage_483,preVC_13,Clustered,VC_13_0,32,0.7229,1.0,7.066655678565837,0.7229,0.8972
annotate_total_phage_487,preVC_106,Clustered,VC_106_0,10,0.8181,1.0,2.5615760111979777,0.8181,1.0
annotate_total_phage_488,preVC_251,Clustered,VC_251_0,2,0.8477,0.72985431,0.0,0.6187,1.0
annotate_total_phage_497,,Overlap (VC_239/VC_240),,,,,,,
annotate_total_phage_5,preVC_79,Clustered,VC_79_0,4,0.6875,0.99985365,3.8186609760359804,0.6874,1.0
annotate_total_phage_500,preVC_7,Clustered,VC_7_2,3,0.1282,0.99750934,7.991800355272777,0.1279,0.6667
annotate_total_phage_501,preVC_13,Clustered,VC_13_0,32,0.7229,1.0,7.066655678565837,0.7229,0.8972
annotate_total_phage_512,preVC_253,Clustered,VC_253_0,3,0.7359,0.9639009,1.3333333333333333,0.7094,1.0
