Source,Target,Weight,Study,host,Realm,Kingdom,Phylum,Class,Order,Family,VC,host_study
virome_phage_2239,total_phage_796,2.81725707303996,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_13_0,NA_sbardellati
virome_phage_2327,total_phage_796,6.15714246262564,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_13_0,NA_sbardellati
virome_phage_2360,total_phage_796,84.366840972442,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
virome_phage_778,total_phage_796,1.82668578286306,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_13_0,Lactobacillus_sbardellati
virome_phage_800,total_phage_796,153.107070064979,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
virome_phage_807,total_phage_796,79.690446458176,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
virome_phage_850,total_phage_796,6.0207869404659,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_13_0,Lactobacillus_sbardellati
virome_phage_88,total_phage_796,120.615569736135,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
virome_phage_882,total_phage_796,76.6192605787643,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
virome_phage_935,total_phage_796,48.8687730541933,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,NA_sbardellati
busby_phage_149,total_phage_797,13.0327599597628,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
busby_phage_151,total_phage_797,40.1982681206809,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
busby_phage_152,total_phage_797,3.49902598466562,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
busby_phage_186,total_phage_797,3.54785462180274,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
busby_phage_218,total_phage_797,28.2655704578267,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
busby_phage_219,total_phage_797,6.88624027828669,busby,NA,NA,NA,NA,NA,NA,NA,VC_15_0,NA_busby
busby_phage_220,total_phage_797,8.73257720307955,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
busby_phage_241,total_phage_797,9.71558925312064,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
busby_phage_243,total_phage_797,26.7558288108541,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
busby_phage_244,total_phage_797,1.67966077028805,busby,NA,NA,NA,NA,NA,NA,NA,VC_15_0,NA_busby
busby_phage_257,total_phage_797,1.40992549175123,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
busby_phage_277,total_phage_797,1.99498356871879,busby,NA,NA,NA,NA,NA,NA,NA,VC_41_0,NA_busby
busby_phage_347,total_phage_797,1.19686184556713,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
busby_phage_445,total_phage_797,7.56699543142863,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
busby_phage_468,total_phage_797,89.9339441358468,busby,NA,NA,NA,NA,NA,NA,NA,VC_17_0,NA_busby
busby_phage_471,total_phage_797,1.09482157019779,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
deboutte_phage_117,total_phage_797,1.09482157019779,deboutte,NA,NA,NA,NA,NA,NA,NA,VC_58_0,NA_deboutte
deboutte_phage_150,total_phage_797,5.78877852415831,deboutte,NA,NA,NA,NA,NA,NA,NA,VC_13_0,NA_deboutte
deboutte_phage_162,total_phage_797,2.57661341779248,deboutte,NA,NA,NA,NA,NA,NA,NA,,NA_deboutte
deboutte_phage_233,total_phage_797,1.9842453420548,deboutte,NA,NA,NA,NA,NA,NA,NA,,NA_deboutte
deboutte_phage_421,total_phage_797,6.34948171486222,deboutte,NA,NA,NA,NA,NA,NA,NA,VC_22_0,NA_deboutte
deboutte_phage_423,total_phage_797,1.31006502586868,deboutte,NA,NA,NA,NA,NA,NA,NA,,NA_deboutte
deboutte_phage_429,total_phage_797,71.4709262354053,deboutte,NA,NA,NA,NA,NA,NA,NA,VC_17_0,NA_deboutte
deboutte_phage_455,total_phage_797,13.5092539594206,deboutte,NA,NA,NA,NA,NA,NA,NA,VC_15_0,NA_deboutte
deboutte_phage_489,total_phage_797,20.2743880240779,deboutte,NA,NA,NA,NA,NA,NA,NA,,NA_deboutte
deboutte_phage_491,total_phage_797,2.8312636988223,deboutte,NA,NA,NA,NA,NA,NA,NA,VC_41_0,NA_deboutte
deboutte_phage_5,total_phage_797,18.3171725737062,deboutte,NA,NA,NA,NA,NA,NA,NA,,NA_deboutte
deboutte_phage_523,total_phage_797,12.2510643730917,deboutte,NA,NA,NA,NA,NA,NA,NA,,NA_deboutte
deboutte_phage_525,total_phage_797,15.662551912878,deboutte,NA,NA,NA,NA,NA,NA,NA,,NA_deboutte
rosso_phage_14,total_phage_797,18.3171725737062,bonilla-rosso,NA,NA,NA,NA,NA,NA,NA,,NA_bonilla-rosso
rosso_phage_15,total_phage_797,11.3447166575068,bonilla-rosso,NA,NA,NA,NA,NA,NA,NA,,NA_bonilla-rosso
rosso_phage_24,total_phage_797,6.47365579841201,bonilla-rosso,NA,NA,NA,NA,NA,NA,NA,VC_22_0,NA_bonilla-rosso
rosso_phage_36,total_phage_797,4.9105621153531,bonilla-rosso,NA,NA,NA,NA,NA,NA,NA,VC_13_0,NA_bonilla-rosso
total_phage_114,total_phage_797,39.2282637452617,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
total_phage_117,total_phage_797,12.0525669477065,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
total_phage_188,total_phage_797,4.18917209131324,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,NA_sbardellati
total_phage_245,total_phage_797,83.7066566012297,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_17_0,Lactobacillus_sbardellati
total_phage_248,total_phage_797,29.316496241953,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
total_phage_293,total_phage_797,37.2690854145376,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
total_phage_305,total_phage_797,12.0525669477065,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
total_phage_360,total_phage_797,96.8755902575256,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_17_0,Lactobacillus_sbardellati
total_phage_371,total_phage_797,62.7430965214222,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_17_0,NA_sbardellati
total_phage_4,total_phage_797,17.4245009424202,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
total_phage_479,total_phage_797,18.9851888917685,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_38_0,NA_sbardellati
total_phage_524,total_phage_797,25.0449611175601,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_38_0,Lactobacillus_sbardellati
total_phage_604,total_phage_797,2.10150566764341,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_13_0,Lactobacillus_sbardellati
total_phage_653,total_phage_797,3.99842710301305,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_13_0,Lactobacillus_sbardellati
total_phage_658,total_phage_797,7.5668759353242,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_19_0,Lactobacillus_sbardellati
total_phage_692,total_phage_797,4.28936231864644,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_19_0,NA_sbardellati
total_phage_738,total_phage_797,18.6594221823217,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
total_phage_739,total_phage_797,22.1052493993299,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
total_phage_795,total_phage_797,4.44630171826498,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_22_0,NA_sbardellati
total_phage_796,total_phage_797,27.2923959303584,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
total_phage_798,total_phage_797,34.2549734119559,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
virome_phage_2327,total_phage_797,8.89506149010254,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_13_0,NA_sbardellati
virome_phage_2335,total_phage_797,1.99498356871879,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_38_0,Lactobacillus_sbardellati
virome_phage_2360,total_phage_797,20.8326711046724,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
virome_phage_800,total_phage_797,31.7940203977259,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
virome_phage_807,total_phage_797,19.7750265313142,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
virome_phage_828,total_phage_797,4.84840489412591,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_38_0,Lactobacillus_sbardellati
virome_phage_839,total_phage_797,1.31006502586868,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_38_0,Lactobacillus_sbardellati
virome_phage_850,total_phage_797,8.73951426418792,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_13_0,Lactobacillus_sbardellati
virome_phage_88,total_phage_797,33.414954574406,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
virome_phage_882,total_phage_797,9.78421081395958,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
busby_phage_151,total_phage_798,37.4597040194141,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
busby_phage_186,total_phage_798,3.54785462180274,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
busby_phage_187,total_phage_798,7.41786647829084,busby,NA,NA,NA,NA,NA,NA,NA,VC_41_0,NA_busby
busby_phage_197,total_phage_798,13.5189232267852,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
busby_phage_213,total_phage_798,20.8271895448815,busby,NA,NA,NA,NA,NA,NA,NA,VC_41_0,NA_busby
busby_phage_218,total_phage_798,22.493916080195,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
busby_phage_219,total_phage_798,2.443164514226,busby,NA,NA,NA,NA,NA,NA,NA,VC_15_0,NA_busby
busby_phage_220,total_phage_798,2.8312636988223,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
busby_phage_243,total_phage_798,26.7558288108541,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
busby_phage_255,total_phage_798,10.8690255029533,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
busby_phage_256,total_phage_798,22.7785802709998,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
busby_phage_277,total_phage_798,8.48214278815454,busby,NA,NA,NA,NA,NA,NA,NA,VC_41_0,NA_busby
busby_phage_289,total_phage_798,15.1782337775225,busby,NA,NA,NA,NA,NA,NA,NA,VC_41_0,NA_busby
busby_phage_290,total_phage_798,14.4602885328051,busby,NA,NA,NA,NA,NA,NA,NA,VC_41_0,NA_busby
busby_phage_291,total_phage_798,12.0301166961652,busby,NA,NA,NA,NA,NA,NA,NA,VC_41_0,NA_busby
busby_phage_304,total_phage_798,3.24012108305515,busby,NA,NA,NA,NA,NA,NA,NA,VC_96_0,NA_busby
busby_phage_312,total_phage_798,1.93664388984328,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
busby_phage_445,total_phage_798,2.90549201789629,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
busby_phage_457,total_phage_798,8.73257720307955,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
busby_phage_458,total_phage_798,6.10011467778953,busby,NA,NA,NA,NA,NA,NA,NA,VC_96_0,NA_busby
busby_phage_459,total_phage_798,10.228800660805,busby,NA,NA,NA,NA,NA,NA,NA,VC_96_0,NA_busby
busby_phage_461,total_phage_798,48.124295253369,busby,NA,NA,NA,NA,NA,NA,NA,VC_18_0,NA_busby
busby_phage_462,total_phage_798,18.5143826877267,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
busby_phage_468,total_phage_798,31.583883159795,busby,NA,NA,NA,NA,NA,NA,NA,VC_17_0,NA_busby
deboutte_phage_117,total_phage_798,1.09482157019779,deboutte,NA,NA,NA,NA,NA,NA,NA,VC_58_0,NA_deboutte
deboutte_phage_130,total_phage_798,27.7681636630621,deboutte,NA,NA,NA,NA,NA,NA,NA,VC_18_0,NA_deboutte
deboutte_phage_150,total_phage_798,7.73901835418192,deboutte,NA,NA,NA,NA,NA,NA,NA,VC_13_0,NA_deboutte
deboutte_phage_260,total_phage_798,24.1275252922545,deboutte,NA,NA,NA,NA,NA,NA,NA,VC_41_0,NA_deboutte
deboutte_phage_279,total_phage_798,15.7248562115329,deboutte,NA,NA,NA,NA,NA,NA,NA,,NA_deboutte
deboutte_phage_28,total_phage_798,8.73257720307955,deboutte,NA,NA,NA,NA,NA,NA,NA,VC_41_0,NA_deboutte
deboutte_phage_287,total_phage_798,20.2743880240779,deboutte,NA,NA,NA,NA,NA,NA,NA,,NA_deboutte
deboutte_phage_334,total_phage_798,3.97552496835676,deboutte,NA,NA,NA,NA,NA,NA,NA,VC_96_0,NA_deboutte
deboutte_phage_405,total_phage_798,5.67477911263918,deboutte,NA,NA,NA,NA,NA,NA,NA,VC_96_0,NA_deboutte
deboutte_phage_409,total_phage_798,8.2560917433535,deboutte,NA,NA,NA,NA,NA,NA,NA,,NA_deboutte
deboutte_phage_429,total_phage_798,6.65213837238188,deboutte,NA,NA,NA,NA,NA,NA,NA,VC_17_0,NA_deboutte
deboutte_phage_430,total_phage_798,56.8423993618678,deboutte,NA,NA,NA,NA,NA,NA,NA,VC_18_0,NA_deboutte
deboutte_phage_455,total_phage_798,2.15971442410209,deboutte,NA,NA,NA,NA,NA,NA,NA,VC_15_0,NA_deboutte
deboutte_phage_476,total_phage_798,16.1738164353522,deboutte,NA,NA,NA,NA,NA,NA,NA,,NA_deboutte
deboutte_phage_483,total_phage_798,11.3912710032122,deboutte,NA,NA,NA,NA,NA,NA,NA,VC_41_0,NA_deboutte
deboutte_phage_485,total_phage_798,43.8988428998051,deboutte,NA,NA,NA,NA,NA,NA,NA,VC_18_0,NA_deboutte
deboutte_phage_489,total_phage_798,20.2743880240779,deboutte,NA,NA,NA,NA,NA,NA,NA,,NA_deboutte
deboutte_phage_49,total_phage_798,2.57661341779248,deboutte,NA,NA,NA,NA,NA,NA,NA,,NA_deboutte
deboutte_phage_491,total_phage_798,8.73257720307955,deboutte,NA,NA,NA,NA,NA,NA,NA,VC_41_0,NA_deboutte
deboutte_phage_51,total_phage_798,2.42537818811959,deboutte,NA,NA,NA,NA,NA,NA,NA,VC_13_0,NA_deboutte
deboutte_phage_518,total_phage_798,32.5891393241577,deboutte,NA,NA,NA,NA,NA,NA,NA,VC_18_0,NA_deboutte
deboutte_phage_519,total_phage_798,3.12265488738115,deboutte,NA,NA,NA,NA,NA,NA,NA,VC_10_0,NA_deboutte
deboutte_phage_523,total_phage_798,18.3171725737062,deboutte,NA,NA,NA,NA,NA,NA,NA,,NA_deboutte
deboutte_phage_525,total_phage_798,12.6184138790084,deboutte,NA,NA,NA,NA,NA,NA,NA,,NA_deboutte
deboutte_phage_60,total_phage_798,28.6426536090633,deboutte,NA,NA,NA,NA,NA,NA,NA,VC_18_0,NA_deboutte
deboutte_phage_63,total_phage_798,14.8186915934246,deboutte,NA,NA,NA,NA,NA,NA,NA,,NA_deboutte
rosso_phage_14,total_phage_798,1.67966077028805,bonilla-rosso,NA,NA,NA,NA,NA,NA,NA,,NA_bonilla-rosso
rosso_phage_15,total_phage_798,14.1335484949465,bonilla-rosso,NA,NA,NA,NA,NA,NA,NA,,NA_bonilla-rosso
rosso_phage_157,total_phage_798,9.31396575090685,bonilla-rosso,NA,NA,NA,NA,NA,NA,NA,,NA_bonilla-rosso
rosso_phage_16,total_phage_798,44.4225502732483,bonilla-rosso,NA,NA,NA,NA,NA,NA,NA,VC_18_0,NA_bonilla-rosso
rosso_phage_17,total_phage_798,23.0489411639036,bonilla-rosso,NA,NA,NA,NA,NA,NA,NA,,NA_bonilla-rosso
rosso_phage_36,total_phage_798,11.233685430821,bonilla-rosso,NA,NA,NA,NA,NA,NA,NA,VC_13_0,NA_bonilla-rosso
total_phage_11,total_phage_798,59.0688807371227,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
total_phage_114,total_phage_798,89.0007992149614,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
total_phage_117,total_phage_798,69.7758320590214,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
total_phage_12,total_phage_798,44.0729839279952,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,NA_sbardellati
total_phage_121,total_phage_798,45.3247415392625,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
total_phage_122,total_phage_798,33.5546209423614,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
total_phage_123,total_phage_798,34.3425771444023,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
total_phage_188,total_phage_798,59.0786132728573,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,NA_sbardellati
total_phage_245,total_phage_798,21.5934298834947,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_17_0,Lactobacillus_sbardellati
total_phage_248,total_phage_798,61.3434141343835,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
total_phage_249,total_phage_798,48.6963995638031,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
total_phage_293,total_phage_798,105.982628676998,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
total_phage_305,total_phage_798,73.3024899778864,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
total_phage_360,total_phage_798,27.6090715543119,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_17_0,Lactobacillus_sbardellati
total_phage_368,total_phage_798,48.465440242069,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
total_phage_4,total_phage_798,67.40510635336,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
total_phage_415,total_phage_798,48.9394203727837,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
total_phage_479,total_phage_798,12.2878593210813,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_38_0,NA_sbardellati
total_phage_524,total_phage_798,22.6826854038442,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_38_0,Lactobacillus_sbardellati
total_phage_604,total_phage_798,3.90747972643616,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_13_0,Lactobacillus_sbardellati
total_phage_653,total_phage_798,3.99842710301305,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_13_0,Lactobacillus_sbardellati
total_phage_658,total_phage_798,5.63718263687114,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_19_0,Lactobacillus_sbardellati
total_phage_692,total_phage_798,2.42537818811959,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_19_0,NA_sbardellati
total_phage_737,total_phage_798,45.3725160051486,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,NA_sbardellati
total_phage_738,total_phage_798,71.3123747143187,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
total_phage_739,total_phage_798,44.5522049130856,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
total_phage_796,total_phage_798,103.613210011231,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
total_phage_797,total_phage_798,34.2549734119559,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_17_0,Lactobacillus_sbardellati
total_phage_800,total_phage_798,36.3588325621457,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
virome_phage_2239,total_phage_798,3.29236779251048,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_13_0,NA_sbardellati
virome_phage_2327,total_phage_798,2.84742538877061,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_13_0,NA_sbardellati
virome_phage_2360,total_phage_798,60.7153913461704,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
virome_phage_778,total_phage_798,2.29900713733847,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_13_0,Lactobacillus_sbardellati
virome_phage_800,total_phage_798,101.513923412355,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
virome_phage_807,total_phage_798,80.8271234451412,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
virome_phage_850,total_phage_798,4.66937037949575,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_13_0,Lactobacillus_sbardellati
virome_phage_88,total_phage_798,72.9805913205574,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
virome_phage_882,total_phage_798,69.7758320590214,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
virome_phage_935,total_phage_798,51.0276756741483,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,NA_sbardellati
busby_phage_199,total_phage_799,4.80898270259555,busby,NA,NA,NA,NA,NA,NA,NA,VC_99_0,NA_busby
busby_phage_200,total_phage_799,20.9334148125433,busby,NA,NA,NA,NA,NA,NA,NA,VC_100_0,NA_busby
busby_phage_201,total_phage_799,104.104037949108,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
busby_phage_216,total_phage_799,5.11991097798536,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
busby_phage_249,total_phage_799,9.97735751339808,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
busby_phage_257,total_phage_799,1.45818622248543,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
busby_phage_277,total_phage_799,2.04339492218144,busby,NA,NA,NA,NA,NA,NA,NA,VC_41_0,NA_busby
busby_phage_354,total_phage_799,3.41306412284248,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
busby_phage_388,total_phage_799,1.13323387140714,busby,NA,NA,NA,NA,NA,NA,NA,VC_10_0,NA_busby
busby_phage_471,total_phage_799,3.41306412284248,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
deboutte_phage_233,total_phage_799,7.2758273638625,deboutte,NA,NA,NA,NA,NA,NA,NA,,NA_deboutte
deboutte_phage_237,total_phage_799,16.158391939115,deboutte,NA,NA,NA,NA,NA,NA,NA,VC_100_0,NA_deboutte
deboutte_phage_262,total_phage_799,13.0163449068222,deboutte,NA,NA,NA,NA,NA,NA,NA,VC_99_0,NA_deboutte
deboutte_phage_312,total_phage_799,10.2377776568659,deboutte,NA,NA,NA,NA,NA,NA,NA,VC_99_0,NA_deboutte
deboutte_phage_423,total_phage_799,31.9399672686108,deboutte,NA,NA,NA,NA,NA,NA,NA,,NA_deboutte
deboutte_phage_501,total_phage_799,19.6007086179815,deboutte,NA,NA,NA,NA,NA,NA,NA,VC_99_0,NA_deboutte
deboutte_phage_503,total_phage_799,16.2660818100974,deboutte,NA,NA,NA,NA,NA,NA,NA,VC_102_0,NA_deboutte
deboutte_phage_504,total_phage_799,4.71250208842799,deboutte,NA,NA,NA,NA,NA,NA,NA,VC_101_0,NA_deboutte
deboutte_phage_51,total_phage_799,8.33144009684593,deboutte,NA,NA,NA,NA,NA,NA,NA,VC_13_0,NA_deboutte
deboutte_phage_516,total_phage_799,10.1245833128564,deboutte,NA,NA,NA,NA,NA,NA,NA,VC_38_0,NA_deboutte
